Species,Family,FishGroups,EnglishName,KiswahiliName,Bycatch,Price_KSHPerkg,FunGr_Diet,TrophLevel,SE_TrophLevel,Vulnerability,Lmat_cm,Lopt_cm,Linf_cm,SizeCategory,Diet,Mobility,Active,Schooling,Position,TempPrefMin_degC,TempPrefMean_degC,TempPrefMax_degC,Calcium_mgPer100g,Calicum_L95,Calcium_U95,Iron_mgPer100g,Iron_L95,Iron_U95,Omega3_gPer100g,Omega3_L95,Omega3_U95,Protein_gPer100g,Protein_L95,Protein_U95,VitaminA_ugPer100g,VitaminA_L95,VitaminA_U95,Selenium_ugPer100g,Selenium_L95,Selenium_U95,Zinc_mgPer100g,Zinc_L95,Zinc_U95,Source,Notes
Lethrinus erythracanthus,Lethrinidae,Emperors,Orange fin emperor,Changu,No,200,Predator,3.410000086,0.4072,46.28,25.69731002,30.20537971,44.23726559,S5,Mobile Inverts,VMob,Night,Sol,Bottom,24.2,27.5,28.6,31.96814515,22.02039009,44.57704469,0.775321843,0.550368998,1.082367199,0.120623476,0.090517216,0.162179855,20.24412022,17.94171581,22.21928831,17.1180684,4.311253144,95.37342118,52.47242871,35.17863508,79.41901174,2.009937005,1.445594678,2.646823861,Galligan,
Lethrinus genivittatus,Lethrinidae,Emperors,Emperor,Changu mstari,No,200,Predator,3.61,0.52,17.01,14.64160005,16.16228724,23.4111262,S3,Mobile Inverts,VMob,Both,MedG,Bottom,24.7,28.4,29.3,105.7306582,54.35927458,186.2739409,1.536049844,0.862498377,2.907481164,0.299224286,0.15035062,0.612476661,19.16689016,16.86543557,21.24377314,24.84450267,5.314556301,154.3701173,43.06498846,15.52134127,92.34563674,3.361537168,2.191320213,4.992675221,Galligan,
Lethrinus harak,Lethrinidae,Emperors,Blackspot emperor,Changu,No,200,Predator,3.43,0.5,27.35,23.80480942,27.42126433,39.54147783,S4,Mobile Inverts,Mob,Day,SmallG,Bottom,25.7,28.5,29.2,62.10441833,33.7612217,104.6294906,1.251248871,0.72687952,2.191530154,0.263993759,0.138490712,0.510637139,19.21065919,16.91867655,21.28125518,19.06905738,4.196826748,113.5927507,49.91235225,20.26330208,103.4454334,2.835430445,1.867122001,4.109392241,Galligan,
Lethrinus lentjan,Lethrinidae,Emperors,Pink ear emperor,Changu,No,200,Pisc-Macro-Invert,3.869999886,0.5445,24.93,24.38892495,29.04028105,40.7449128,S5,Mobile Inverts,Mob,Night,SmallG,Bottom,24.6,28,29,68.99393861,35.80520169,118.5985452,1.307299607,0.734459546,2.336050054,0.275142123,0.139745121,0.544158826,19.42965125,17.12908629,21.49434845,17.31038991,3.729466326,105.3731172,52.9057792,19.53479899,112.6321173,2.694909244,1.735681256,3.994835047,Galligan,
Lethrinus mahsena,Lethrinidae,Emperors,Sky emperor,Tukwana,No,200,Pisc-Macro-Invert,3.430000067,0.417,64.89,31.53958715,39.86193161,59.58987792,S5,Mobile Inverts,VMob,Night,SmallG,Bottom,25.4,27.5,29.2,27.36372583,18.28738192,38.60344697,0.660367178,0.453341513,0.965807251,0.120917096,0.088369874,0.166774645,20.06429028,17.70670519,22.04916892,28.29389714,6.571480657,168.0050076,46.28564656,29.28782944,72.55860177,2.049568106,1.448854166,2.69973616,Galligan,
Lethrinus microdon,Lethrinidae,Emperors,Smalltooth emperor,Changu domo,No,200,Predator,3.79,0.53,45.71,33.27429552,39.42422918,59.81887948,S5,Carnivorous,VMob,Night,SmallG,Bottom,24.7,28.1,29.1,31.17745822,21.65517303,43.53320502,0.731777442,0.525517953,1.021708048,0.125912241,0.0951127,0.168347443,20.45514018,18.17060314,22.42915914,18.03393401,4.598560316,101.8234283,54.55569122,37.12329723,82.46557978,1.821681082,1.312826297,2.42896012,Galligan,
Lethrinus nebulosus,Lethrinidae,Emperors,Spangled emperor,Changu,No,200,Pisc-Macro-Invert,3.640000105,0.5399,45.8,28,45.51217808,69.34702586,S6,Mobile Inverts,VMob,Night,MedG,Bottom,24.2,28,29,38.016971,20.92567425,63.5852686,0.945327777,0.560223803,1.649414441,0.246945033,0.132040331,0.471964434,19.26731125,16.97212858,21.37909851,21.23339129,4.732076351,133.9181322,53.47893025,22.66463853,107.8866543,2.361951823,1.54784957,3.419159507,Galligan,Used 28 cm instead of 36 cm for Lmat based on recalculation with smaller Lmax
Lethrinus obsoletus,Lethrinidae,Emperors,Orange-stripe emperor,Changu,No,200,Pisc-Macro-Invert,3.119999886,0.3295,33.45,24.36808846,28.92843164,42.68322004,S4,Mobile Inverts,Mob,Night,SmallG,Bottom,26.1,28.5,29.3,42.21296268,28.90592252,62.68982291,0.855200811,0.601656629,1.209883469,0.134378342,0.099258175,0.183128031,20.53631414,18.28040055,22.51289319,16.89859455,4.332848553,97.36130312,53.6878214,33.90371741,83.92360629,1.946359488,1.382317639,2.63285391,Galligan,
Lethrinus olivaceus,Lethrinidae,Emperors,Longface emperor,Changu,No,200,Invert-Macro,4.199999809,0.5837,39.66,36.84431726,45.75485197,67.45551746,S6,Carnivorous,VMob,Both,Sol,Bottom,23.3,27.1,28.4,25.78306539,15.85761915,39.32832744,0.861160738,0.562058346,1.28623123,0.131496366,0.09063063,0.189040454,20.42289877,18.11810008,22.35992365,21.25896644,6.226403474,112.1253913,59.36422981,34.33852214,97.99803612,1.49405394,1.036141644,2.127309043,Galligan,
Lethrinus rubrioperculatus,Lethrinidae,Emperors,Redgill,Changu,No,200,Predator,3.829999924,0.5687,31.11,28.12406128,33.50670557,49.2637153,S4,Mobile Inverts,VMob,Both,MedG,Bottom,22.4,26.9,28.3,47.28319651,32.60868379,71.31126982,0.911307432,0.638471175,1.291673156,0.136398359,0.100603749,0.186577893,20.46736343,18.21392683,22.45258451,17.34511783,4.432970157,100.0322934,51.33210256,32.60447942,79.83323792,2.076124223,1.487774113,2.804509417,Galligan,
Lethrinus variegatus,Lethrinidae,Emperors,Slender emperor,Changu,No,200,Invert-Macro,3.5,0.37,25.51,19.7423528,22.58162714,33.01742749,S3,Mobile Inverts,VMob,Both,MedG,Bottom,24.2,27.9,29,78.40629633,52.17544832,124.6812176,1.04039241,0.726824899,1.546261139,0.156992019,0.109532233,0.225687018,20.20647651,17.93293383,22.18647239,35.35513995,8.402895777,207.8120656,38.79568137,23.54334678,59.66262832,2.665309289,1.9025027,3.636578912,Galligan,
Lethrinus xanthochilus,Lethrinidae,Emperors,Yellow emperor,Changu,No,200,Predator,3.75,0.58,57.48,32.07268063,39.0313182,57.76952328,S5,Mobile Inverts,VMob,Both,Sol,Bottom,24.5,27.9,29,31.82080417,22.13698804,44.22964022,0.715958747,0.512052124,1.005767005,0.128263202,0.096707536,0.170733484,20.37471195,18.05258819,22.33844271,22.56804201,5.692656138,126.7802103,50.68705369,34.42794529,75.86377158,1.888674115,1.371844475,2.484228984,Galligan,
Lutjanus argentimaculatus,Lutjanidae,Snappers,River snapper,NA,No,200,Predator,3.85,0.64,59.54,46.74657798,68.22129511,98.48022364,S6,Carnivorous,Mob,Night,MedG,Low,24.3,28,29.1,11.18303194,4.875000842,24.47395805,0.571348595,0.261380118,1.316892359,0.35479861,0.149550139,0.86470846,18.08730438,16.43694289,19.57982875,81.76999104,11.33382525,501.7208068,44.81851803,14.61699947,109.826533,0.363681801,0.209637654,0.729905544,Galligan,
Lutjanus bohar,Lutjanidae,Snappers,Twinspot snapper,Changu mwekundu,No,200,Pisc-Macro-Invert,3.619999886,0.5678,68.83,33.96966445,48.74364813,71.03087499,S6,Carnivorous,Mob,Night,MedG,Low,24.5,28,29,20.9449364,10.1903709,39.06387254,0.275758685,0.159531355,0.511820941,0.274725331,0.145258736,0.528708828,17.59461826,16.05597055,19.06655738,303.9132561,51.43649074,1161.864437,67.89621385,33.95487703,137.4107856,0.542696512,0.356464031,0.923004742,Galligan,
Lutjanus boutton,Lutjanidae,Snappers,Golden-lined snapper,Tembo,Yes,200,Pisc-Macro-Invert,3.84,0.56,24.52,25.87595372,35.35025038,50.07961016,S4,Mobile Inverts,Mob,Night,MedG,Low,24.3,28.2,29,36.4256738,22.58333424,57.52752461,0.445924969,0.284460336,0.730128576,0.158761488,0.106302179,0.238824058,18.50236862,17.09646594,19.84003805,202.7898351,40.93093148,711.4411907,68.01708375,39.00922471,118.1672078,0.51089621,0.360354258,0.8777104,Galligan,
Lutjanus campechanus,Lutjanidae,Snappers,Red snapper,Unga,No,200,Predator,3.92,0.72,55.11,41.33119652,61.17896314,91.56065485,S6,Carnivorous,Mob,Day,SmallG,Low,19.7,24.4,27.5,12.4141926,7.18453,21.49498258,0.377195581,0.225438399,0.632211096,0.193006573,0.119866753,0.301049113,19.50161202,18.06734558,20.81920636,78.60598402,13.64436013,287.5151387,40.68997956,23.16485239,72.20146982,0.329195708,0.223378926,0.573295562,Galligan,
Lutjanus carponotatus,Lutjanidae,Snappers,"Spanish flag, stripey",Tembo,No,200,Predator,4.02,0.67,31.88,31.78825932,43.63853788,57.32464012,S4,Carnivorous,Mob,Night,MedG,Low,25.1,28.2,29.1,30.91291812,18.74153288,47.38475248,0.397128778,0.257785327,0.632594586,0.156737993,0.108118921,0.233159803,18.48934573,17.07688157,19.78949852,242.7009448,49.67665388,810.061615,67.19761735,38.8784384,113.7274347,0.485140439,0.346367164,0.811638922,Galligan,
Lutjanus fulviflamma,Lutjanidae,Snappers,Dory snapper,Tembo,No,200,Invert-Macro,3.85,0.62,34.26,20.07369364,26.64563922,35.90408988,S4,Mobile Inverts,Mob,Both,MedG,Low,24.7,28.1,29.1,59.7807604,33.25701326,106.8426724,0.545537739,0.310097954,1.006544688,0.304044176,0.154917735,0.60937908,17.62670188,16.10074897,19.05125819,134.5549465,21.8994266,578.062319,71.02678913,29.24268226,146.2378075,0.752815872,0.501088733,1.340302713,Galligan,
Lutjanus gibbus,Lutjanidae,Snappers,Humpback snappers,Chembeu,No,200,Pisc-Macro-Invert,3.630000114,0.5149,35.26,26.68726753,36.9263647,51.73344566,S5,Mobile Inverts,Mob,Both,MedG,Bottom,24.5,28,29.1,31.68371077,20.72777551,45.22524052,0.314214791,0.215868746,0.490080228,0.149351595,0.114176306,0.196304734,18.85048202,17.48068762,20.16599075,164.8866471,33.25920816,450.6242991,73.1768125,52.30528746,100.1360484,0.495189547,0.375283378,0.808651717,Galligan,
Lutjanus kasmira,Lutjanidae,Snappers,Blue stripped snapper,Tembo,No,200,Predator,3.78,0.56,40.21,20.87170355,27.98911751,39.65620623,S4,Mobile Inverts,Mob,Night,LargeG,Low,19.1,26.4,28.3,31.26829919,19.78889203,43.68478046,0.30027703,0.199606672,0.47308911,0.149393754,0.114638174,0.196129635,18.59762371,17.19857292,19.89295516,232.6695306,46.30728191,637.8341972,64.2642207,46.21209382,89.00506504,0.539621667,0.407973284,0.870773345,Galligan,
Lutjanus lutjanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,16.9,27.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FishBase,
Lutjanus rivulatus,Lethrinidae,Snappers,Scribbled snapper,Changu,No,200,Predator,4.13,0.63,42.02,32.65752789,46.49881493,66.67362958,S5,Carnivorous,Mob,Night,Sol,Low,22.5,26.5,28.2,22.83681909,14.30742666,32.7150448,0.274800227,0.188816953,0.430551842,0.138484756,0.104859565,0.181540993,18.92890172,17.54766976,20.23121651,135.5005726,27.77691765,367.2659348,82.54107349,58.36759489,112.7756348,0.436435415,0.330372492,0.700930568,Galligan,
Lutjanus russellii,Lutjanidae,Snappers,Russel's snappers,Chembeu,No,200,Predator,3.799999952,0.6332,36.05,31.24646761,43.80396455,62.43845284,NA,NA,NA,NA,NA,NA,24.4,28,29.1,32.99198008,16.40548873,64.13121008,0.466127287,0.257948876,0.866982671,0.309577025,0.150908946,0.650275019,17.36133495,15.84352785,18.78079683,320.6600355,52.67974119,1476.345035,65.61731883,28.70563035,153.1242425,0.586509557,0.376784248,1.034858431,Galligan,
Lutjanus sebae,Lutjanidae,Snappers,Emperor snapper,Fwatundu,No,200,Predator,3.86,0.62,58.91,45.30694267,65.94988089,89.65540353,S6,Carnivorous,Mob,Night,SmallG,Low,22.9,27.1,28.5,16.19490029,5.931631771,38.7679331,0.330974661,0.163080084,0.77045536,0.240674478,0.107528803,0.540255548,17.15205576,15.49347413,18.79941326,199.562386,27.69989771,1140.585139,69.75398545,25.63970328,179.1243644,0.415237019,0.230115051,0.764479792,Galligan,
Macolor niger,Lethrinidae,Snappers,Black snapper,Changu,No,200,Predator,4.01,0.66,46.56,33.38632452,45.08898067,66.60266115,S5,Planktivorous,Mob,Both,MedG,High,24.7,28.1,29.1,32.21990771,18.77860914,55.89787141,0.454623669,0.259653275,0.723945347,0.140367728,0.095521525,0.21068981,19.33724135,17.50395691,20.99452657,65.81326311,24.27023802,185.8031788,45.32367166,26.19170751,74.17738361,0.933289355,0.606438743,1.32863634,Galligan,
Monodactylus argenteus,Monodactylidae,Monos,Mono,Chembeu/ numbi,No,NA,Variable,2.95,0.33,22.94,21.49901727,25.21861397,38.70621519,S3,Planktivorous,Sed,Day,MedG,Bottom,22.9,27.6,28.8,180.3429459,94.49189825,352.6192502,1.555417051,0.85893891,2.958909238,0.50718373,0.236439671,1.094251397,17.1864733,16.07354779,18.25915993,19.945686,6.121192218,60.07257374,34.15558113,15.90409847,85.20958513,1.753923085,1.137224617,2.678117907,Galligan,
Monotaxis,Lethrinidae,Emperors,Bigeye emperor,Changu,Yes,200,NA,NA,NA,NA,32.43865649,37.06110902,65.52471097,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.81690283,7.248155328,35.96617418,0.134825197,0.07873725,0.289776356,0.066892835,0.040310919,0.110849732,19.812103,17.91553459,21.67443582,49.42173053,14.77065684,135.3414858,75.48967529,39.41931024,145.906656,0.448413913,0.3238396,0.709779644,Galligan,
Monotaxis grandoculis,Lethrinidae,Emperors,Bigeye emperor,Changu,No,200,Predator,3.400000095,0.4664,43.83,23.31100516,27.57424678,41.39718455,S5,Mobile Inverts,Mob,Night,Sol,Low,24.6,28,29.1,14.81690283,7.248155328,35.96617418,0.134825197,0.07873725,0.289776356,0.066892835,0.040310919,0.110849732,19.812103,17.91553459,21.67443582,49.42173053,14.77065684,135.3414858,75.48967529,39.41931024,145.906656,0.448413913,0.3238396,0.709779644,Galligan,
Mugil cephalus,Mugilidae,Mullets,Flathead grey mullet,Mkizi,No,NA,Variable,2.48,0.17,41.7,31.69428667,41.24703586,59.84538808,NA,NA,NA,NA,NA,NA,11.3,23.2,27.9,208.8408109,89.70624192,396.2838353,7.180626819,1.96130149,14.21267131,0.760729557,0.30805739,1.912404477,19.20772044,17.68804205,20.53054146,6.647412477,1.407371895,27.89744346,83.59913144,39.09959337,175.4558172,3.120274102,1.330881898,5.373599341,Galligan,
Mulloidichthys dentatus,Mullidae,Goatfishes,Mexican goatfish,Mkundaji,No,160,Predator,3.69,0.55,29.09,16.10365756,18.28126056,31.8907436,S4,Mobile Inverts,Mob,Day,LargeG,Bottom,20.6,24.9,28.4,41.6967535,17.01409561,89.86944951,0.851442081,0.435138821,1.550774608,0.247551884,0.146211463,0.476784457,19.65331705,17.85154148,21.28827913,51.37137033,15.61166531,205.3440966,17.78983643,8.680916879,33.87838638,0.876118287,0.469755947,1.396024413,Galligan,
Mulloidichthys flavolineatus,Mullidae,Goatfishes,Yellow-stripe goatfish,Mkundaji,No,160,Predator,3.470000029,0.4855,38.87,16.46535245,18.98646531,32.47054502,S4,Mobile Inverts,Mob,Day,MedG,Bottom,24.5,27.8,29,44.3934908,25.37461454,83.30541207,0.491215946,0.270896025,0.807477854,0.1589694,0.111332196,0.279862821,19.03768468,17.27999836,20.69958675,86.82997586,31.36156051,288.5417144,38.95441877,22.01881837,61.90604453,1.028726077,0.551731066,1.451528461,Galligan,
Mulloidichthys vanicolensis,Mullidae,Goatfishes,Yellowfin goatfish,Mkundaji,No,160,Predator,3.6,0.5,23.19,17.75846587,20.3441033,35.44561459,S4,Mobile Inverts,Mob,Day,MedG,Bottom,24.3,27.7,28.9,61.37911755,33.81801939,129.2523438,0.65304343,0.348820839,1.06832057,0.159921626,0.106450117,0.278698171,19.15950692,17.40367094,20.8139495,47.05072506,16.8732476,161.9763115,43.28245374,24.58168823,70.5949595,1.095352277,0.589235682,1.566233317,Galligan,
Myripristis,Holocentridae,Squirrelfishes,NA,Kijame,Yes,NA,NA,NA,NA,NA,134.5035045,133.1634686,213.6567764,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.31355652,28.40008572,158.115647,0.764642385,0.38348037,1.388699145,0.162721557,0.067011536,0.36463031,19.01884767,17.86873825,20.20734092,77.46670168,31.40948375,193.8801105,39.40461073,21.48308689,66.76622279,1.188845319,0.729419693,1.916789015,Galligan,
Myripristis berndti,Holocentridae,Squirrelfishes,Bigscale soldierfish,Kijame,Yes,NA,Planktivore,3.72,0.57,23.37,19.58005485,18.37284388,33.22272568,S4,Planktivorous,Mob,Night,SmallG,Low,24.7,28.2,29.2,62.80362037,27.76449953,154.198894,0.800605647,0.410027947,1.453814536,0.167709582,0.068649061,0.372013347,18.99103582,17.8493339,20.16390011,89.52830478,38.06699634,216.6918772,39.1702592,21.9340169,65.22054876,1.124450169,0.687959829,1.814827373,Galligan,
Myripristis botche,Holocentridae,Squirrelfishes,Bigscale soldierfish,Kijame,Yes,NA,Predator,4,0.66,28.27,19.58005485,18.37284388,33.22272568,S3,Planktivorous,Mob,Night,SmallG,Low,23.5,27.4,28.4,73.14399681,32.09090828,178.4561651,0.639561557,0.299366163,1.181626999,0.16756197,0.070363877,0.386946778,19.31954661,18.16997137,20.52372542,74.6427717,28.71608862,191.4637741,38.9256008,21.03929331,68.71260619,1.215710738,0.746968098,1.955344366,Galligan,
Myripristis hexagona,Holocentridae,Soldierfishes,Doubletooth soldierfish,NA,Yes,NA,Planktivore,3.1,0.3,23.37,19.58005485,18.37284388,33.22272568,S4,Planktivorous,Mob,Night,SmallG,Low,24.9,28,29,59.99305239,25.34484936,141.691882,0.853759951,0.441047,1.5306559,0.15289312,0.06202167,0.334930805,18.74596059,17.58690948,19.93439722,68.22902856,27.44536627,173.4846803,40.11797217,21.47595048,66.36551341,1.22637505,0.753331151,1.980195305,Galligan,
Naso annulatus,Acanthuridae,Surgeonfishes,Whitemargin unicornfish,Togoo,Yes,120,Planktivore,2.12,0.09,45.06,22.90217113,25.53935635,35.61666615,S6,Planktivorous,VMob,Day,MedG,High,23.5,27.1,28.3,23.3123896,12.07328319,41.43449277,0.540386041,0.302349201,0.891397283,0.105656587,0.066562795,0.185118513,19.09263177,17.97194281,20.12024707,20.02050588,6.181385572,63.83102064,47.57868428,25.37129987,95.82827304,1.122042759,0.680965165,1.681619902,Galligan,
Naso brachycentron,Acanthuridae,Surgeonfishes,Humpback unicornfish,Togoo,Yes,120,Browser,2.67,0.29,66.75,23.07601434,25.39117136,34.69041354,S5,Macroalgal herbivorous,VMob,Day,MedG,Bottom,25.7,28.1,29,20.99907762,11.16106187,35.64113529,0.416808682,0.227305833,0.707518898,0.116976842,0.075096432,0.199059906,19.09379205,18.00364077,20.09252301,49.08861193,15.66953932,140.0401081,40.00595598,21.72687562,75.26558851,1.054692877,0.632738867,1.570890926,Galligan,
Naso brevirostris,Acanthuridae,Surgeonfishes,Spotted unicornfish,Togoo,Yes,120,Planktivore,2.22,0.15,32.66,21.78845404,23.93490919,32.96101543,S5,Omnivorous,VMob,Day,LargeG,Low,24.3,27.8,29,36.16209691,19.79724463,65.18404961,0.649301939,0.369812751,1.047975171,0.11676676,0.077130366,0.195740858,19.11062458,18.07989756,20.06752378,22.0681922,7.468027092,65.03551729,43.64318203,24.25465753,81.60518381,1.268463463,0.784315408,1.863642136,Galligan,
Naso fageni,Acanthuridae,Surgeonfishes,Horseface unicornfish,Togoo,Yes,120,NA,NA,NA,56.2,23.5045674,26.02924859,35.72581795,S5,Planktivorous,VMob,Day,MedG,High,24.5,27.5,28.8,24.77901452,12.65500858,44.47847857,0.534404308,0.298806325,0.902393504,0.108183632,0.067939203,0.188619289,18.93943575,17.81469806,20.00552711,25.79617671,7.577625456,85.9873214,43.01191641,22.27939006,87.9048448,1.201401231,0.725096717,1.826124217,Galligan,
Naso hexacanthus,Acanthuridae,Surgeonfishes,Blacktoungue unicornfish,Sange,Yes,120,Planktivore,3.06,0.33,41.45,27.74857217,31.23833287,42.62401648,S5,Planktivorous,VMob,Day,LargeG,High,22.1,27.5,28.9,32.63164028,15.1806079,68.49360173,0.763118768,0.395306866,1.467050274,0.27087063,0.124973465,0.59046018,17.9416967,16.8365054,19.02814349,76.3848951,21.37900277,272.5449389,39.21265941,16.74741103,85.52335247,1.221339184,0.739413795,1.990830092,Galligan,
Naso lituratus,Acanthuridae,Unicornfish,Naso tang,Puju,No,120,Browser,2.32,0.19,34.14,23.16813028,25.38651713,34.24039295,S4,Macroalgal herbivorous,Mob,Day,SmallG,Bottom,24.5,27.7,28.9,38.14062612,20.75256787,65.56168932,0.590917762,0.35405359,0.981565511,0.111593906,0.071426466,0.179363989,18.7457869,17.62443936,19.82330655,24.94487283,6.934321007,84.91517642,34.049894,17.59509005,66.58159225,1.174423932,0.701405259,1.820494869,Galligan,
Naso thynnoides,Acanthuridae,Surgeonfishes,Singlespine unicornfish,Kuranzi,Yes,120,Planktivore,2.96,0.32,40.33,23.5045674,26.02924859,35.72581795,S4,Planktivorous,VMob,Day,MedG,High,24.7,27.7,29,46.06747594,26.45212804,80.77637727,0.603191104,0.337370145,0.946047423,0.139850361,0.097391005,0.226960006,19.25817197,18.35043573,20.13245046,50.37828888,20.76213909,119.7454225,37.60386879,21.79996425,59.53183861,1.265158782,0.792013041,1.792422672,Galligan,
Naso tuberosus,Acanthuridae,Surgeonfishes,Humpnose unicornfish,Sange,Yes,120,Grazer,2,0,33.1,21.6276284,23.71940891,32.63310592,S5,Macroalgal herbivorous,VMob,Day,MedG,High,24.5,27.5,29,46.4622095,21.71489782,91.07293263,0.894627573,0.456488117,1.635642868,0.228848437,0.110855363,0.486764482,17.84650309,16.66240694,19.01881086,23.78339589,5.777132406,95.40833533,42.21692064,18.43074852,95.43114129,1.715368148,1.010141821,2.710450947,Galligan,
Naso unicornis,Acanthuridae,Surgeonfishes,Bluespine unicornfish,Sange,Yes,120,Browser,2.17,0.11,32.05,24.61854636,27.72225257,38.37800168,S5,Macroalgal herbivorous,Mob,Day,SmallG,Bottom,23.4,27.4,28.8,33.39563135,17.80566287,57.74956405,0.624254745,0.352542075,1.04591449,0.103782401,0.063987269,0.174079312,18.92243539,17.75839955,20.03524562,13.36709475,3.580525289,47.82733812,41.49235761,19.66608999,85.34165915,1.069083098,0.625087581,1.679403473,Galligan,
Nebrius ferrugineus,Ginglymostomatidae,NA,NA,Papa wa usingizi,Yes,NA,Pisc-Macro-Invert,3.96,0.56,76.55,191.5682091,219.0971037,328.9321683,NA,NA,NA,NA,NA,NA,24.7,28,29,10.24424516,1.675941874,33.33657984,0.383664475,0.11603084,1.092226048,0.089896891,0.041468402,0.190225837,19.20328811,17.05518322,21.34120874,34.30080869,12.57196016,91.45689496,46.90006457,12.67948533,130.2333104,0.537539013,0.25164107,1.26055623,Galligan,
Neoglyphidodon melas,Pomacentridae,NA,NA,Nyungune?,Yes,80,Invert-Micro,3.02,0.33,29.01,8.782948239,10.15647097,15.68671879,S3,Omnivorous,Sed,Day,Sol,Bottom,25.1,28.4,29.3,71.00993533,44.23002458,110.3242715,0.638357885,0.410680392,1.033036387,0.142558987,0.092614919,0.21529134,18.90564992,17.81567647,19.97968782,88.36895892,28.34399761,255.1431186,25.27620936,14.47063396,46.32297275,1.308017369,0.893067511,1.895096135,Galligan,
Novaculichthys taeniourus,Labridae,NA,Rockmover wrasse,Timbati,Yes,160,Invert-Macro,3.25,0.4,34.51,13.24189639,15.23219981,24.45024175,S4,Mobile Inverts,Mob,Day,Sol,Bottom,24.9,28.3,29.3,53.05561985,32.63754926,94.65485838,0.619344204,0.372869713,1.028801514,0.141762675,0.092666292,0.205972301,18.68202142,15.87749628,20.96225479,89.14240851,31.3957728,272.3059196,34.87728659,20.76558148,54.49498096,1.500210408,1.059007172,2.622005169,Galligan,
Ostracion cubicum,Ostraciidae,Trunkfishes,Yellow boxfish,Fufu,Yes,0,Variable,3.37,0.48,23.35,19.02410618,18.97585845,23.88637472,NA,NA,NA,NA,NA,NA,24.5,28,29,46.75131788,18.4991285,97.53746389,0.580871555,0.361740458,1.156565102,0.118229745,0.061467787,0.217182346,18.80717536,16.49019642,21.02333936,40.57624202,12.62562697,128.1754485,36.58286502,19.52226708,77.7131874,1.021325731,0.672528631,1.5502461,Galligan,
Ostracion meleagris,Ostraciidae,Trunkfishes,Spotted trunkfish,Fute,Yes,0,Invert-Micro,2.71,0,13.16,19.0749683,20.48153684,35.6931336,S3,Sessile Inverts,Mob,Day,Sol,Bottom,24.6,28.4,29.3,59.78244372,22.59312738,123.8136973,0.677793198,0.427411305,1.313742218,0.117729808,0.0571926,0.218449172,18.34748431,16.01094708,20.59640963,46.94425914,13.65350652,155.3798834,31.51438169,16.07224288,64.53451636,1.318700063,0.852020165,2.051529995,Galligan,
Oxycheilinus bimaculatus,Labridae,Wrasses,Twospot wrasse,Stefua,Yes,160,Predator,3.5,0.57,24.31,15.01896242,17.44777162,28.20702692,S3,Mobile Inverts,Mob,Day,Sol,Bottom,25.2,28,29,84.02252134,30.66419477,232.2176104,0.901282136,0.385615158,2.405008838,0.166458575,0.081987097,0.335188038,18.68983104,15.84719916,20.95196621,119.1102351,40.44938995,373.5779076,31.50127451,11.17614559,91.66212963,2.513345789,1.045759826,4.602554534,Galligan,
Papilloculiceps longiceps,Platycephalidae,Flatheads,Indian ocean crocodilefish,NA,Yes,NA,NA,NA,NA,46.37,22.9343652,25.74301927,40.10141946,S5,Carnivorous,Mob,Both,Sol,Bottom,24.7,28.1,29.2,50.78937966,21.42128648,111.9440107,0.481629265,0.285060322,0.994448671,0.129974423,0.061101115,0.366791289,18.08856803,15.82932574,20.20066904,60.71064505,22.6258004,150.8017107,50.88013819,26.14789225,126.0833705,1.050880222,0.64930746,1.656089665,Galligan,
Paracanthurus hepatus,Acanthuridae,Surgeonfishes,Flagtail surgeonfish,Ngudu,Yes,120,Planktivore,3.4,0.45,27.9,19.19163447,20.7128449,28.74967639,S4,Herbivorous detritivorous,Sed,Day,MedG,Bottom,24.7,27.9,29,47.61419338,26.39466082,81.36252894,0.684168964,0.398910592,1.138696893,0.148349154,0.090503968,0.243215473,18.8789866,17.82352961,19.88859572,74.79157087,25.17095303,227.6164062,29.09350171,14.73653993,55.11665523,1.003722852,0.600626029,1.541198734,Galligan,
Parupeneus,Mullidae,NA,NA,Mkundaji,NA,160,NA,NA,NA,NA,16.34299742,18.01449927,30.16296241,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.23518709,15.58021493,72.78374452,0.323197295,0.164504513,0.697055208,0.162586828,0.081937513,0.32763195,17.87502278,14.67799176,20.74382392,306.7282076,45.90017367,1381.350025,62.22825827,27.22884773,146.4361893,0.572777847,0.333892724,1.212347808,Galligan,
Parupeneus barberinus,Mullidae,Goatfishes,Dash and dot goatfish,Mkundaji,No,160,Invert-Micro,3.44,0.38,39.67,16.84735329,20.03004811,33.83766833,S5,Mobile Inverts,Mob,Day,Sol,Bottom,24.6,27.9,29,24.25354322,12.09329506,50.30601149,0.265164434,0.145879322,0.546844479,0.112499101,0.06419994,0.200839489,18.27605438,15.08334809,21.10349659,217.3374752,34.32353929,868.8107675,66.89826891,31.97345366,146.6570703,0.492957418,0.297653524,1.049470753,Galligan,
